experiment,config_name,stack_types,period,frequency,forecast_length,backcast_length,forecast_multiplier,n_stacks,n_blocks_per_stack,share_weights,run,seed,smape,mase,mae,mse,owa,n_params,training_time_seconds,epochs_trained,active_g,sum_losses,activation,stopping_reason
ensemble,NBEATS-G,['Generic'],Daily,1,14,84,6,30,1,True,1,43,16.704044,39.425567,,,8.756526,26449920,7467.66,43,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,84,6,30,1,True,2,44,2.632640,2.833705,,,0.864520,26449920,7027.82,41,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,84,6,30,1,True,3,45,2.659017,2.850992,,,0.871488,26449920,7380.89,43,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,84,6,30,1,True,4,46,2.604809,2.806383,,,0.855782,26449920,13587.22,79,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,98,7,30,1,True,0,42,16.800144,71.938836,,,13.731621,26880000,6760.54,39,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,98,7,30,1,True,1,43,200.000000,613361091184.894653,,,93557211136.000000,26880000,1894.23,11,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,98,7,30,1,True,2,44,200.000000,7621675767442135056384.000000,,,1162549708028955852800.000000,26880000,1882.72,11,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,98,7,30,1,True,3,45,2.653309,2.852498,,,0.870780,26880000,8459.84,49,False,False,ReLU,
ensemble,NBEATS-G,['Generic'],Daily,1,14,98,7,30,1,True,4,46,2.603140,2.821551,,,0.857822,26880000,6908.19,40,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,28,2,2,3,True,0,42,3.080157,3.310539,,,1.010736,12936453,1730.55,17,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,28,2,2,3,True,1,43,2.807308,3.094135,,,0.932925,12936453,3980.91,39,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,28,2,2,3,True,2,44,2.922540,3.168196,,,0.963143,12936453,3348.00,33,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,28,2,2,3,True,3,45,2.888746,3.153327,,,0.955326,12936453,3888.91,38,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,28,2,2,3,True,4,46,2.893339,3.144255,,,0.954696,12936453,4179.36,41,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,42,3,2,3,True,0,42,2.884411,3.099759,,,0.946443,12997381,3764.22,37,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,42,3,2,3,True,1,43,2.805522,3.006488,,,0.919263,12997381,2556.98,25,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,42,3,2,3,True,2,44,2.842681,3.037221,,,0.930052,12997381,4755.86,46,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,42,3,2,3,True,3,45,2.838678,3.030333,,,0.928344,12997381,3887.92,38,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,42,3,2,3,True,4,46,2.837781,3.061076,,,0.932886,12997381,2138.78,21,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,56,4,2,3,True,0,42,200.000000,37249585671813.843750,,,5681755193344.000000,13058309,1116.31,11,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,56,4,2,3,True,1,43,2.816549,3.032585,,,0.925054,13058309,1942.97,19,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,56,4,2,3,True,2,44,2.704365,2.957533,,,0.895185,13058309,3160.25,31,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,56,4,2,3,True,3,45,2.764778,2.959055,,,0.905337,13058309,2210.62,21,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,56,4,2,3,True,4,46,2.681497,2.913395,,,0.884698,13058309,2664.19,25,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,70,5,2,3,True,0,42,2.836723,3.063905,168.572144,495722.218750,0.933144,13119237,9061.23,69,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,70,5,2,3,True,1,43,2.734540,2.964457,165.135483,563455.750000,0.901196,13119237,4149.83,26,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,70,5,2,3,True,2,44,2.784081,3.053505,167.408157,473639.406250,0.922914,13119237,3545.37,22,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,70,5,2,3,True,3,45,2.726691,2.972182,163.949600,483938.687500,0.901086,13119237,4447.25,27,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,70,5,2,3,True,4,46,2.684509,2.902005,162.448883,536357.000000,0.883455,13119237,4947.51,30,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,84,6,2,3,True,0,42,3.010710,3.264990,180.927338,443005.187500,0.992385,13180165,5308.25,32,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,84,6,2,3,True,1,43,2.814561,3.064402,171.598511,527377.750000,0.929581,13180165,3163.91,19,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,84,6,2,3,True,2,44,200.000000,3118665945.967443,152778489856.000000,44432045549276067004416.000000,475696480.000000,13180165,1847.74,11,False,False,ReLU,
ensemble,NBEATS-I,"['Trend', 'Seasonality']",Daily,1,14,84,6,2,3,True,3,45,2.814576,3.044555,169.770432,463237.968750,0.926556,13180165,4553.13,27,False,False,ReLU,
